Train_Accuracy,CV_Mean_Accuracy,Test_Accuracy,Train_vs_Test_Gap,CV_vs_Test_Gap
1.0,0.9975208333333333,0.9990833333333333,0.0009166666666666767,-0.0015625000000000222
