Model,Optimizer,Iteration,Best_Score_So_Far
LinearSVC,GWO,24,0.8970416666666667
LinearSVC,GWO,25,0.8970416666666667
LinearSVC,GWO,26,0.8970416666666667
LinearSVC,GWO,27,0.8970416666666667
LinearSVC,GWO,28,0.8970416666666667
LinearSVC,GWO,29,0.8970416666666667
LinearSVC,GWO,30,0.8970416666666667
LinearSVC,GWO,31,0.8970416666666667
LinearSVC,GWO,32,0.8970416666666667
LinearSVC,GWO,33,0.8970416666666667
LinearSVC,GWO,34,0.8970416666666667
LinearSVC,GWO,35,0.8970416666666667
LinearSVC,GWO,36,0.8970416666666667
LinearSVC,GWO,37,0.8970416666666667
LinearSVC,GWO,38,0.8970416666666667
LinearSVC,GWO,39,0.8970416666666667
LinearSVC,GWO,40,0.8970416666666667
LinearSVC,GWO,41,0.8970625
LinearSVC,GWO,42,0.8970625
LinearSVC,GWO,43,0.8970625
LinearSVC,GWO,44,0.8970625
LinearSVC,GWO,45,0.8970625
LinearSVC,GWO,46,0.8970625
LinearSVC,GWO,47,0.8970625
LinearSVC,GWO,48,0.8970625
LinearSVC,GWO,49,0.8970625
LinearSVC,GWO,50,0.8970625
NB,TPE,1,0.8430416666666666
NB,TPE,2,0.8430416666666666
NB,TPE,3,0.8430416666666666
NB,TPE,4,0.8430416666666666
NB,TPE,5,0.8430416666666666
NB,TPE,6,0.8430416666666666
NB,TPE,7,0.8430416666666666
NB,TPE,8,0.8430416666666666
NB,TPE,9,0.8430416666666666
NB,TPE,10,0.8430416666666666
NB,TPE,11,0.8430416666666666
NB,TPE,12,0.8430416666666666
NB,TPE,13,0.8430416666666666
NB,TPE,14,0.8430416666666666
NB,TPE,15,0.8430416666666666
NB,TPE,16,0.8430416666666666
NB,TPE,17,0.8430416666666666
NB,TPE,18,0.8430416666666666
NB,TPE,19,0.8430416666666666
NB,TPE,20,0.8430416666666666
NB,TPE,21,0.8430416666666666
NB,TPE,22,0.8430416666666666
NB,TPE,23,0.8430416666666666
NB,TPE,24,0.8430416666666666
NB,TPE,25,0.8430416666666666
NB,TPE,26,0.8430416666666666
NB,TPE,27,0.8430416666666666
NB,TPE,28,0.8430416666666666
NB,TPE,29,0.8430416666666666
NB,TPE,30,0.8430416666666666
NB,TPE,31,0.8430416666666666
NB,TPE,32,0.8430416666666666
NB,TPE,33,0.8430416666666666
NB,TPE,34,0.8430416666666666
NB,TPE,35,0.8430416666666666
NB,TPE,36,0.8430416666666666
NB,TPE,37,0.8430416666666666
NB,TPE,38,0.8430416666666666
NB,TPE,39,0.8430416666666666
NB,TPE,40,0.8430416666666666
NB,TPE,41,0.8430416666666666
NB,TPE,42,0.8430416666666666
NB,TPE,43,0.8430416666666666
NB,TPE,44,0.8430416666666666
NB,TPE,45,0.8430416666666666
NB,TPE,46,0.8430416666666666
NB,TPE,47,0.8430416666666666
NB,TPE,48,0.8430416666666666
NB,TPE,49,0.8430416666666666
NB,TPE,50,0.8430416666666666
NB,GWO,1,0.8430416666666666
NB,GWO,2,0.8430416666666666
NB,GWO,3,0.8430416666666666
NB,GWO,4,0.8430416666666666
NB,GWO,5,0.8430416666666666
NB,GWO,6,0.8430416666666666
NB,GWO,7,0.8430416666666666
NB,GWO,8,0.8430416666666666
NB,GWO,9,0.8430416666666666
NB,GWO,10,0.8430416666666666
NB,GWO,11,0.8430416666666666
NB,GWO,12,0.8430416666666666
NB,GWO,13,0.8430416666666666
NB,GWO,14,0.8430416666666666
NB,GWO,15,0.8430416666666666
NB,GWO,16,0.8430416666666666
NB,GWO,17,0.8430416666666666
NB,GWO,18,0.8430416666666666
NB,GWO,19,0.8430416666666666
NB,GWO,20,0.8430416666666666
NB,GWO,21,0.8430416666666666
NB,GWO,22,0.8430416666666666
NB,GWO,23,0.8430416666666666
NB,GWO,24,0.8430416666666666
NB,GWO,25,0.8430416666666666
NB,GWO,26,0.8430416666666666
NB,GWO,27,0.8430416666666666
NB,GWO,28,0.8430416666666666
NB,GWO,29,0.8430416666666666
NB,GWO,30,0.8430416666666666
NB,GWO,31,0.8430416666666666
NB,GWO,32,0.8430416666666666
NB,GWO,33,0.8430416666666666
NB,GWO,34,0.8430416666666666
NB,GWO,35,0.8430416666666666
NB,GWO,36,0.8430416666666666
NB,GWO,37,0.8430416666666666
NB,GWO,38,0.8430416666666666
NB,GWO,39,0.8430416666666666
NB,GWO,40,0.8430416666666666
NB,GWO,41,0.8430416666666666
NB,GWO,42,0.8430416666666666
NB,GWO,43,0.8430416666666666
NB,GWO,44,0.8430416666666666
NB,GWO,45,0.8430416666666666
NB,GWO,46,0.8430416666666666
NB,GWO,47,0.8430416666666666
NB,GWO,48,0.8430416666666666
NB,GWO,49,0.8430416666666666
NB,GWO,50,0.8430416666666666
QDA,TPE,1,0.8663958333333334
QDA,TPE,2,0.8663958333333334
QDA,TPE,3,0.8663958333333334
QDA,TPE,4,0.8663958333333334
QDA,TPE,5,0.8862708333333332
QDA,TPE,6,0.8862708333333332
QDA,TPE,7,0.8978124999999999
QDA,TPE,8,0.8978124999999999
QDA,TPE,9,0.8978124999999999
QDA,TPE,10,0.8978124999999999
QDA,TPE,11,0.8978124999999999
QDA,TPE,12,0.8978124999999999
QDA,TPE,13,0.8978124999999999
QDA,TPE,14,0.8978124999999999
QDA,TPE,15,0.8978124999999999
QDA,TPE,16,0.8978124999999999
QDA,TPE,17,0.8978124999999999
QDA,TPE,18,0.8978124999999999
QDA,TPE,19,0.8978124999999999
QDA,TPE,20,0.8978124999999999
QDA,TPE,21,0.8978124999999999
QDA,TPE,22,0.8978124999999999
QDA,TPE,23,0.8978124999999999
QDA,TPE,24,0.8978124999999999
QDA,TPE,25,0.8978124999999999
QDA,TPE,26,0.8978124999999999
QDA,TPE,27,0.8978124999999999
QDA,TPE,28,0.8978124999999999
QDA,TPE,29,0.8981875
QDA,TPE,30,0.8981875
QDA,TPE,31,0.8981875
QDA,TPE,32,0.8981875
QDA,TPE,33,0.8985208333333332
QDA,TPE,34,0.8985208333333332
QDA,TPE,35,0.8985208333333332
QDA,TPE,36,0.8985208333333332
QDA,TPE,37,0.8985208333333332
QDA,TPE,38,0.8985208333333332
QDA,TPE,39,0.8985208333333332
QDA,TPE,40,0.8985208333333334
QDA,TPE,41,0.8985208333333334
QDA,TPE,42,0.8989791666666666
QDA,TPE,43,0.8989791666666666
QDA,TPE,44,0.8989791666666666
QDA,TPE,45,0.8989791666666666
QDA,TPE,46,0.8989791666666666
QDA,TPE,47,0.8989791666666666
QDA,TPE,48,0.8989791666666666
QDA,TPE,49,0.8989791666666666
QDA,TPE,50,0.8989791666666666
QDA,GWO,1,0.8408541666666667
QDA,GWO,2,0.8624375000000001
QDA,GWO,3,0.8624375000000001
QDA,GWO,4,0.8624375000000001
QDA,GWO,5,0.8936249999999999
QDA,GWO,6,0.8936249999999999
QDA,GWO,7,0.8936249999999999
QDA,GWO,8,0.8936249999999999
QDA,GWO,9,0.8936249999999999
QDA,GWO,10,0.8936249999999999
QDA,GWO,11,0.8936249999999999
QDA,GWO,12,0.8936249999999999
QDA,GWO,13,0.8936249999999999
QDA,GWO,14,0.8936249999999999
QDA,GWO,15,0.8936249999999999
QDA,GWO,16,0.8936249999999999
QDA,GWO,17,0.8936249999999999
QDA,GWO,18,0.8936249999999999
QDA,GWO,19,0.8936249999999999
QDA,GWO,20,0.8936249999999999
QDA,GWO,21,0.8978333333333334
QDA,GWO,22,0.8978333333333334
QDA,GWO,23,0.8986666666666666
QDA,GWO,24,0.8986666666666666
QDA,GWO,25,0.8989166666666666
QDA,GWO,26,0.8989166666666666
QDA,GWO,27,0.8989166666666666
QDA,GWO,28,0.8989166666666666
QDA,GWO,29,0.8989166666666666
QDA,GWO,30,0.8989166666666666
QDA,GWO,31,0.8989999999999998
QDA,GWO,32,0.8989999999999998
QDA,GWO,33,0.8989999999999998
QDA,GWO,34,0.8989999999999998
QDA,GWO,35,0.8989999999999998
QDA,GWO,36,0.8989999999999998
QDA,GWO,37,0.8989999999999998
QDA,GWO,38,0.899125
QDA,GWO,39,0.899125
QDA,GWO,40,0.899125
QDA,GWO,41,0.899125
QDA,GWO,42,0.899125
QDA,GWO,43,0.899125
QDA,GWO,44,0.899125
QDA,GWO,45,0.899125
QDA,GWO,46,0.899125
QDA,GWO,47,0.899125
QDA,GWO,48,0.899125
QDA,GWO,49,0.899125
QDA,GWO,50,0.899125
RF,TPE,1,0.9482708333333332
RF,TPE,2,0.9482708333333332
RF,TPE,3,0.9482708333333332
RF,TPE,4,0.9482708333333332
RF,TPE,5,0.9482708333333332
RF,TPE,6,0.9615416666666666
RF,TPE,7,0.9615416666666666
RF,TPE,8,0.9615416666666666
RF,TPE,9,0.9615416666666666
RF,TPE,10,0.9615416666666666
RF,TPE,11,0.9615416666666666
RF,TPE,12,0.9615416666666666
RF,TPE,13,0.9615416666666666
RF,TPE,14,0.9615416666666666
RF,TPE,15,0.9615416666666666
RF,TPE,16,0.9615416666666666
RF,TPE,17,0.9657708333333334
RF,TPE,18,0.9684166666666666
RF,TPE,19,0.9684166666666666
RF,TPE,20,0.9684166666666666
RF,TPE,21,0.9684166666666666
RF,TPE,22,0.9684166666666666
RF,TPE,23,0.9701041666666668
RF,TPE,24,0.9707916666666666
RF,TPE,25,0.9713125
RF,TPE,26,0.9713125
RF,TPE,27,0.9713125
RF,TPE,28,0.9713125
RF,TPE,29,0.9713125
RF,TPE,30,0.9713125
RF,TPE,31,0.9713125
RF,TPE,32,0.9713125
RF,TPE,33,0.9713125
RF,TPE,34,0.9713125
RF,TPE,35,0.9713125
RF,TPE,36,0.9713125
RF,TPE,37,0.9713125
RF,TPE,38,0.9713125
RF,TPE,39,0.9713125
RF,TPE,40,0.9713125
RF,TPE,41,0.9713125
RF,TPE,42,0.9713125
RF,TPE,43,0.9728333333333332
RF,TPE,44,0.9728333333333332
RF,TPE,45,0.9728333333333332
RF,TPE,46,0.9728333333333332
RF,TPE,47,0.9728333333333332
RF,TPE,48,0.9728333333333332
RF,TPE,49,0.9728333333333332
RF,TPE,50,0.9728333333333332
RF,GWO,1,0.9372916666666666
RF,GWO,2,0.9549375
RF,GWO,3,0.9549375
RF,GWO,4,0.9549375
RF,GWO,5,0.9549375
RF,GWO,6,0.9549375
RF,GWO,7,0.9635416666666669
RF,GWO,8,0.9635416666666669
RF,GWO,9,0.9635416666666669
RF,GWO,10,0.9635416666666669
RF,GWO,11,0.9635416666666669
RF,GWO,12,0.9635416666666669
RF,GWO,13,0.9635416666666669
RF,GWO,14,0.9635416666666669
RF,GWO,15,0.9635416666666669
RF,GWO,16,0.9635416666666669
RF,GWO,17,0.9635416666666669
RF,GWO,18,0.9635416666666669
RF,GWO,19,0.9635416666666669
RF,GWO,20,0.9635416666666669
RF,GWO,21,0.9635416666666669
RF,GWO,22,0.9659583333333334
RF,GWO,23,0.9659583333333334
RF,GWO,24,0.9659583333333334
RF,GWO,25,0.9659583333333334
RF,GWO,26,0.9659583333333334
RF,GWO,27,0.9659583333333334
RF,GWO,28,0.9659583333333334
RF,GWO,29,0.9659583333333334
RF,GWO,30,0.9659583333333334
RF,GWO,31,0.9659583333333334
RF,GWO,32,0.9659583333333334
RF,GWO,33,0.9659583333333334
RF,GWO,34,0.9659583333333334
RF,GWO,35,0.9659583333333334
RF,GWO,36,0.97325
RF,GWO,37,0.97325
RF,GWO,38,0.97325
RF,GWO,39,0.97325
RF,GWO,40,0.97325
RF,GWO,41,0.97325
RF,GWO,42,0.97325
RF,GWO,43,0.97325
RF,GWO,44,0.97325
RF,GWO,45,0.97325
RF,GWO,46,0.97325
RF,GWO,47,0.97325
RF,GWO,48,0.97325
RF,GWO,49,0.97325
RF,GWO,50,0.97325
SGD,TPE,1,0.8949791666666667
SGD,TPE,2,0.8949791666666667
SGD,TPE,3,0.8949791666666667
SGD,TPE,4,0.8949791666666667
SGD,TPE,5,0.8949791666666667
SGD,TPE,6,0.8949791666666667
SGD,TPE,7,0.8949791666666667
SGD,TPE,8,0.8949791666666667
SGD,TPE,9,0.8949791666666667
SGD,TPE,10,0.8949791666666667
SGD,TPE,11,0.8949791666666667
SGD,TPE,12,0.8949791666666667
SGD,TPE,13,0.8949791666666667
SGD,TPE,14,0.8949791666666667
SGD,TPE,15,0.8949791666666667
SGD,TPE,16,0.8949791666666667
SGD,TPE,17,0.8949791666666667
SGD,TPE,18,0.8949791666666667
SGD,TPE,19,0.8949791666666667
SGD,TPE,20,0.8949791666666667
SGD,TPE,21,0.8949791666666667
SGD,TPE,22,0.8957499999999999
SGD,TPE,23,0.8957499999999999
SGD,TPE,24,0.8957708333333333
SGD,TPE,25,0.8960625
SGD,TPE,26,0.8960625
SGD,TPE,27,0.8960625
SGD,TPE,28,0.8960625
SGD,TPE,29,0.8960625
SGD,TPE,30,0.8960625
SGD,TPE,31,0.8961874999999999
SGD,TPE,32,0.8961874999999999
SGD,TPE,33,0.8961874999999999
SGD,TPE,34,0.8962291666666667
SGD,TPE,35,0.8962291666666667
SGD,TPE,36,0.8962291666666667
SGD,TPE,37,0.8962291666666667
SGD,TPE,38,0.8962291666666667
SGD,TPE,39,0.8962291666666667
SGD,TPE,40,0.8962291666666667
SGD,TPE,41,0.8962291666666667
SGD,TPE,42,0.8962291666666667
SGD,TPE,43,0.8962291666666667
SGD,TPE,44,0.8962291666666667
SGD,TPE,45,0.8962291666666667
SGD,TPE,46,0.8962291666666667
SGD,TPE,47,0.8962291666666667
SGD,TPE,48,0.8962291666666667
SGD,TPE,49,0.8962291666666667
SGD,TPE,50,0.8962291666666667
SGD,GWO,1,0.8815625
SGD,GWO,2,0.8815625
SGD,GWO,3,0.8853541666666667
SGD,GWO,4,0.8853541666666667
SGD,GWO,5,0.8926458333333332
SGD,GWO,6,0.8926458333333332
SGD,GWO,7,0.8926458333333332
SGD,GWO,8,0.8926458333333332
SGD,GWO,9,0.8926458333333332
SGD,GWO,10,0.8926458333333332
SGD,GWO,11,0.8926458333333332
SGD,GWO,12,0.8926458333333332
SGD,GWO,13,0.8926458333333332
SGD,GWO,14,0.8926458333333332
SGD,GWO,15,0.8926458333333332
SGD,GWO,16,0.8926458333333332
SGD,GWO,17,0.8926458333333332
SGD,GWO,18,0.8926458333333332
SGD,GWO,19,0.8926458333333332
SGD,GWO,20,0.8926458333333332
SGD,GWO,21,0.8926458333333332
SGD,GWO,22,0.8926458333333332
SGD,GWO,23,0.8926458333333332
SGD,GWO,24,0.8926458333333332
SGD,GWO,25,0.8926458333333332
SGD,GWO,26,0.8926458333333332
SGD,GWO,27,0.8926458333333332
SGD,GWO,28,0.8926458333333332
SGD,GWO,29,0.8926458333333332
SGD,GWO,30,0.8936875000000001
SGD,GWO,31,0.8936875000000001
SGD,GWO,32,0.8936875000000001
SGD,GWO,33,0.8936875000000001
SGD,GWO,34,0.8936875000000001
SGD,GWO,35,0.8939999999999999
SGD,GWO,36,0.8939999999999999
SGD,GWO,37,0.8939999999999999
SGD,GWO,38,0.8939999999999999
SGD,GWO,39,0.8939999999999999
SGD,GWO,40,0.8939999999999999
SGD,GWO,41,0.8939999999999999
SGD,GWO,42,0.8939999999999999
SGD,GWO,43,0.8939999999999999
SGD,GWO,44,0.8939999999999999
SGD,GWO,45,0.8939999999999999
SGD,GWO,46,0.8939999999999999
SGD,GWO,47,0.8939999999999999
SGD,GWO,48,0.8939999999999999
SGD,GWO,49,0.8939999999999999
SGD,GWO,50,0.8939999999999999
SVM,TPE,1,0.7210208333333334
SVM,TPE,2,0.9855625
SVM,TPE,3,0.9855625
SVM,TPE,4,0.9855625
SVM,TPE,5,0.9855625
SVM,TPE,6,0.9855625
SVM,TPE,7,0.9855625
SVM,TPE,8,0.9855625
SVM,TPE,9,0.9855625
SVM,TPE,10,0.9855625
SVM,TPE,11,0.992875
SVM,TPE,12,0.992875
SVM,TPE,13,0.9931458333333334
SVM,TPE,14,0.99325
SVM,TPE,15,0.99325
SVM,TPE,16,0.9933333333333334
SVM,TPE,17,0.9933333333333334
SVM,TPE,18,0.9933333333333334
SVM,TPE,19,0.9933333333333334
SVM,TPE,20,0.9933333333333334
SVM,TPE,21,0.9933333333333334
SVM,TPE,22,0.9933333333333334
SVM,TPE,23,0.9933333333333334
SVM,TPE,24,0.9933333333333334
SVM,TPE,25,0.9933333333333334
SVM,TPE,26,0.9933333333333334
SVM,TPE,27,0.9933333333333334
SVM,TPE,28,0.9933333333333334
SVM,TPE,29,0.9933333333333334
SVM,TPE,30,0.9933333333333334
SVM,TPE,31,0.9933333333333334
SVM,TPE,32,0.9933333333333334
SVM,TPE,33,0.9933333333333334
SVM,TPE,34,0.9933333333333334
SVM,TPE,35,0.9933333333333334
SVM,TPE,36,0.9933333333333334
SVM,TPE,37,0.9933333333333334
SVM,TPE,38,0.9933333333333334
SVM,TPE,39,0.9933333333333334
SVM,TPE,40,0.9933333333333334
SVM,TPE,41,0.9933333333333334
SVM,TPE,42,0.9933333333333334
SVM,TPE,43,0.9933333333333334
SVM,TPE,44,0.9933333333333334
SVM,TPE,45,0.9933333333333334
SVM,TPE,46,0.9933333333333334
SVM,TPE,47,0.9933333333333334
SVM,TPE,48,0.9933333333333334
SVM,TPE,49,0.9933333333333334
SVM,TPE,50,0.9933333333333334
SVM,GWO,1,0.99175
SVM,GWO,2,0.9930416666666666
SVM,GWO,3,0.9930416666666666
SVM,GWO,4,0.9930416666666666
SVM,GWO,5,0.9930416666666666
SVM,GWO,6,0.9930416666666666
SVM,GWO,7,0.9930416666666666
SVM,GWO,8,0.9930416666666666
SVM,GWO,9,0.9930416666666666
SVM,GWO,10,0.9930416666666666
SVM,GWO,11,0.99325
SVM,GWO,12,0.99325
SVM,GWO,13,0.99325
SVM,GWO,14,0.99325
SVM,GWO,15,0.99325
SVM,GWO,16,0.99325
SVM,GWO,17,0.99325
SVM,GWO,18,0.9943541666666668
SVM,GWO,19,0.9943541666666668
SVM,GWO,20,0.9943541666666668
SVM,GWO,21,0.9944166666666666
SVM,GWO,22,0.9944166666666666
SVM,GWO,23,0.9944166666666666
SVM,GWO,24,0.9944166666666666
SVM,GWO,25,0.9944166666666666
SVM,GWO,26,0.9944166666666666
SVM,GWO,27,0.9944166666666666
SVM,GWO,28,0.9944166666666666
SVM,GWO,29,0.9944166666666666
SVM,GWO,30,0.9944166666666666
SVM,GWO,31,0.9944166666666666
SVM,GWO,32,0.9944166666666666
SVM,GWO,33,0.9944583333333334
SVM,GWO,34,0.9944583333333334
SVM,GWO,35,0.9944583333333334
SVM,GWO,36,0.9944583333333334
SVM,GWO,37,0.9944583333333334
SVM,GWO,38,0.9944583333333334
SVM,GWO,39,0.9944583333333334
SVM,GWO,40,0.9944583333333334
SVM,GWO,41,0.9944583333333334
SVM,GWO,42,0.9944583333333334
SVM,GWO,43,0.9944583333333334
SVM,GWO,44,0.9944583333333334
SVM,GWO,45,0.9944583333333334
SVM,GWO,46,0.9944583333333334
SVM,GWO,47,0.9944583333333334
SVM,GWO,48,0.9944583333333334
SVM,GWO,49,0.9944583333333334
SVM,GWO,50,0.9944583333333334
XGB,TPE,1,0.971375
XGB,TPE,2,0.9851458333333334
XGB,TPE,3,0.9851458333333334
XGB,TPE,4,0.9851458333333334
XGB,TPE,5,0.9866041666666666
XGB,TPE,6,0.9866041666666666
XGB,TPE,7,0.9866041666666666
XGB,TPE,8,0.9866041666666666
XGB,TPE,9,0.9866041666666666
XGB,TPE,10,0.9866041666666666
XGB,TPE,11,0.99
XGB,TPE,12,0.990125
XGB,TPE,13,0.990125
XGB,TPE,14,0.990125
XGB,TPE,15,0.9907708333333334
XGB,TPE,16,0.9907708333333334
XGB,TPE,17,0.9907708333333334
XGB,TPE,18,0.9907708333333334
XGB,TPE,19,0.9907708333333334
XGB,TPE,20,0.9907708333333334
XGB,TPE,21,0.9907708333333334
XGB,TPE,22,0.9907708333333334
XGB,TPE,23,0.9907708333333334
XGB,TPE,24,0.9907708333333334
XGB,TPE,25,0.9907708333333334
XGB,TPE,26,0.9907708333333334
XGB,TPE,27,0.9907708333333334
XGB,TPE,28,0.9907708333333334
XGB,TPE,29,0.9907708333333334
XGB,TPE,30,0.9907708333333334
XGB,TPE,31,0.9907708333333334
XGB,TPE,32,0.9907708333333334
XGB,TPE,33,0.9907708333333334
XGB,TPE,34,0.9909375
XGB,TPE,35,0.9909375
XGB,TPE,36,0.9909375
XGB,TPE,37,0.9909375
XGB,TPE,38,0.9909375
XGB,TPE,39,0.9909375
XGB,TPE,40,0.9909375
XGB,TPE,41,0.9909375
XGB,TPE,42,0.9909375
XGB,TPE,43,0.9909375
XGB,TPE,44,0.9909375
XGB,TPE,45,0.9909375
XGB,TPE,46,0.9909375
XGB,TPE,47,0.9909375
XGB,TPE,48,0.9909583333333332
XGB,TPE,49,0.9909583333333332
XGB,TPE,50,0.9909583333333332
XGB,GWO,1,0.9767291666666664
XGB,GWO,2,0.9796666666666668
XGB,GWO,3,0.9796666666666668
XGB,GWO,4,0.9855416666666666
XGB,GWO,5,0.9855416666666666
XGB,GWO,6,0.9855416666666666
XGB,GWO,7,0.9855416666666666
XGB,GWO,8,0.9855416666666666
XGB,GWO,9,0.9855416666666666
XGB,GWO,10,0.9855416666666666
XGB,GWO,11,0.9855416666666666
XGB,GWO,12,0.9855416666666666
XGB,GWO,13,0.9855416666666666
XGB,GWO,14,0.9855416666666666
XGB,GWO,15,0.9875
XGB,GWO,16,0.9875
XGB,GWO,17,0.9875
XGB,GWO,18,0.9875
XGB,GWO,19,0.9875
XGB,GWO,20,0.9875
XGB,GWO,21,0.9875
XGB,GWO,22,0.9875
XGB,GWO,23,0.9875
XGB,GWO,24,0.9875
XGB,GWO,25,0.9875
XGB,GWO,26,0.9875
XGB,GWO,27,0.9888541666666668
XGB,GWO,28,0.9888541666666668
XGB,GWO,29,0.9888541666666668
XGB,GWO,30,0.9888541666666668
XGB,GWO,31,0.9888541666666668
XGB,GWO,32,0.9888541666666668
XGB,GWO,33,0.9888541666666668
XGB,GWO,34,0.9888541666666668
XGB,GWO,35,0.9888541666666668
XGB,GWO,36,0.9888541666666668
XGB,GWO,37,0.9888541666666668
XGB,GWO,38,0.9902708333333332
XGB,GWO,39,0.9902708333333332
XGB,GWO,40,0.9902708333333332
XGB,GWO,41,0.9902708333333332
XGB,GWO,42,0.9902708333333332
XGB,GWO,43,0.9902708333333332
XGB,GWO,44,0.9902708333333332
XGB,GWO,45,0.9902708333333332
XGB,GWO,46,0.9902708333333332
XGB,GWO,47,0.9902708333333332
XGB,GWO,48,0.9902708333333332
XGB,GWO,49,0.9902708333333332
XGB,GWO,50,0.9905
