Scaler,Model,Metric,Mean,Std
Robust,GB,accuracy,0.9225833333333334,0.003933805586056446
Robust,GB,f1,0.9402923736869262,0.0030955009663750834
Robust,GB,precision,0.9255517999574933,0.0031802704774192155
Robust,GB,recall,0.9555249843373013,0.00482275250510954
Robust,GB,roc_auc,0.9810733404458649,0.0008112851127582526
Robust,GB,matthews_corrcoef,0.8311920306045494,0.008601545348027649
Robust,XGB,accuracy,0.9861041666666667,0.0014532650022162526
Robust,XGB,f1,0.9891437859338568,0.0011270878181501276
Robust,XGB,precision,0.9861444402692822,0.0019176450546015305
Robust,XGB,recall,0.9921630040389766,0.0006109528847044705
Robust,XGB,roc_auc,0.9990341722011438,0.00013124955381906553
Robust,XGB,matthews_corrcoef,0.9698824153463101,0.003151416472809491
Robust,LGBM,accuracy,0.9670208333333333,0.0015089432468526624
Robust,LGBM,f1,0.974319340187175,0.0011681332932003462
Robust,LGBM,precision,0.9681476897638044,0.0015116630392961216
Robust,LGBM,recall,0.9805707780695558,0.0009961052945107083
Robust,LGBM,roc_auc,0.9961416728715606,0.00031977737918457673
Robust,LGBM,matthews_corrcoef,0.9283996343467777,0.0032833452560529553
Robust,CB,accuracy,0.9883124999999999,0.0008421409554753425
Robust,CB,f1,0.9908665715835608,0.0006583950259558175
Robust,CB,precision,0.988052003124207,0.0007715572841356807
Robust,CB,recall,0.9936977512363535,0.0008918684035792624
Robust,CB,roc_auc,0.9992833877996576,0.00012826356314728132
Robust,CB,matthews_corrcoef,0.9746739097901695,0.0018278319558763141
Robust,SGD,accuracy,0.8547083333333333,0.003918328548132629
Robust,SGD,f1,0.8864050860093424,0.004210666083681937
Robust,SGD,precision,0.8841313906105166,0.005151413383663431
Robust,SGD,recall,0.8888779535850919,0.013165568589100935
Robust,SGD,roc_auc,0.9353330239300874,0.0019662569732851803
Robust,SGD,matthews_corrcoef,0.6851335704280254,0.00607759309976797
Power,LR,accuracy,0.8951458333333333,0.003094013035956177
Power,LR,f1,0.9183274499816024,0.0023464833054676233
Power,LR,precision,0.9127858363352306,0.0036637181223119902
Power,LR,recall,0.923948439728602,0.002838828119223017
Power,LR,roc_auc,0.9655049701901082,0.0009594736529285034
Power,LR,matthews_corrcoef,0.7720603878482646,0.0068571371273127525
Power,LDA,accuracy,0.8952916666666667,0.0022403341764616665
Power,LDA,f1,0.9183584134668343,0.0017504617674771606
Power,LDA,precision,0.9137053181107635,0.00242906581740397
Power,LDA,recall,0.9230668763913142,0.002695385075255428
Power,LDA,roc_auc,0.9649740931962014,0.0011160516531353675
Power,LDA,matthews_corrcoef,0.7725160667431237,0.004885914835885069
Power,QDA,accuracy,0.8928750000000001,0.0018791620472965907
Power,QDA,f1,0.9170559576043467,0.0014784563076744213
Power,QDA,precision,0.9061557278517693,0.0017675331434422522
Power,QDA,recall,0.9282263639877899,0.0023656488085170677
Power,QDA,roc_auc,0.9618348494274251,0.0012746207046583178
Power,QDA,matthews_corrcoef,0.7663604838518052,0.0040995628510932134
Power,NB,accuracy,0.8429583333333334,0.0018073441995246928
Power,NB,f1,0.8755393676498736,0.001491240561601747
Power,NB,precision,0.8855293888908061,0.002948305609128139
Power,NB,recall,0.8657915301456965,0.003593530752258656
Power,NB,roc_auc,0.9237904567674716,0.0015974650563005336
Power,NB,matthews_corrcoef,0.6632131750247545,0.004004662889928372
Power,KNN,accuracy,0.9203958333333333,0.0014089865349092387
Power,KNN,f1,0.938715546109513,0.0011038593247862873
Power,KNN,precision,0.9224285069701675,0.0012486495859955935
Power,KNN,recall,0.9555903331156108,0.0017323405510111343
Power,KNN,roc_auc,0.9714651221953827,0.0011084409339164594
Power,KNN,matthews_corrcoef,0.8263219916867879,0.0030883564551253515
Power,LinearSVC,accuracy,0.8969583333333334,0.002468024682480566
Power,LinearSVC,f1,0.9197692061734418,0.0018429003508168443
Power,LinearSVC,precision,0.9138824759390161,0.0033828160854448303
Power,LinearSVC,recall,0.925744480731548,0.0025099756065981435
Power,LinearSVC,roc_auc,0.9659852866573768,0.0010333699066775778
Power,LinearSVC,matthews_corrcoef,0.7759539308054197,0.005520374571679637
Power,SVM,accuracy,0.9788541666666667,0.0013356100354020466
Power,SVM,f1,0.9835078473050387,0.0010181937585673098
Power,SVM,precision,0.9788873193315307,0.002696237332547638
Power,SVM,recall,0.9881792505898506,0.0012583604299392609
Power,SVM,roc_auc,0.9983245860502532,0.00017384060148407436
Power,SVM,matthews_corrcoef,0.9541474403944539,0.002896570323236972
Power,AdaBoost,accuracy,0.8875624999999999,0.007039878964395153
Power,AdaBoost,f1,0.9128026047079606,0.005773642264053663
Power,AdaBoost,precision,0.9031834080160278,0.00394388420632278
Power,AdaBoost,recall,0.922675007664725,0.009746743103313627
Power,AdaBoost,roc_auc,0.9575827023519174,0.004560711191076148
Power,AdaBoost,matthews_corrcoef,0.7550248681356346,0.014947599858804443
Power,RF,accuracy,0.9597291666666667,0.0021088026486874344
Power,RF,f1,0.9687292943600131,0.001636636382502344
Power,RF,precision,0.9599275165314944,0.002061705273478922
Power,RF,recall,0.9776971860462016,0.0020412711039044414
Power,RF,roc_auc,0.9941221951444499,0.00041176605000002624
Power,RF,matthews_corrcoef,0.9125059560000599,0.0046018286497792864
Power,GB,accuracy,0.9225833333333334,0.003933805586056446
Power,GB,f1,0.9402923736869262,0.0030955009663750834
Power,GB,precision,0.9255517999574933,0.0031802704774192155
Power,GB,recall,0.9555249843373013,0.00482275250510954
Power,GB,roc_auc,0.9810733404458649,0.0008112851127582526
Power,GB,matthews_corrcoef,0.8311920306045494,0.008601545348027649
Power,XGB,accuracy,0.9862083333333332,0.0012903218806001558
Power,XGB,f1,0.9892228515024039,0.001003718131582815
Power,XGB,precision,0.9863975470118176,0.0014784395972183653
Power,XGB,recall,0.9920650288593557,0.000666225673151824
Power,XGB,roc_auc,0.9990404671158298,0.00012752323004592322
Power,XGB,matthews_corrcoef,0.9701077012867632,0.0027991362914948316
Power,LGBM,accuracy,0.96775,0.001427653474917638
Power,LGBM,f1,0.9748693761150736,0.0011114115781588449
Power,LGBM,precision,0.9693623830742635,0.0013193011503421813
Power,LGBM,recall,0.9804402138125008,0.0012700095864679396
Power,LGBM,roc_auc,0.9961413911710763,0.00024905046316351834
Power,LGBM,matthews_corrcoef,0.929994435617286,0.0031065323369193526
Power,CB,accuracy,0.9879583333333333,0.0007412686197773723
Power,CB,f1,0.9905897209856421,0.0005787123327484839
Power,CB,precision,0.9877920349335556,0.0008014152240232108
Power,CB,recall,0.993403873685333,0.0007698862057550867
Power,CB,roc_auc,0.9992572465575493,0.0001456629357130153
Power,CB,matthews_corrcoef,0.9739053760552545,0.001609112287248968
Power,SGD,accuracy,0.8914166666666666,0.0020567048213640973
Power,SGD,f1,0.9156251869441971,0.0014295801254535472
Power,SGD,precision,0.9079665394924259,0.003458683058258007
Power,SGD,recall,0.9234259854170277,0.0015871861888169872
Power,SGD,roc_auc,0.9623242945022952,0.000929725774236322
Power,SGD,matthews_corrcoef,0.7636145084818817,0.004750191048216113
Quantile,LR,accuracy,0.8519166666666667,0.0020881195022209795
Quantile,LR,f1,0.8853966377315159,0.0015134955392047795
Quantile,LR,precision,0.8744931982374899,0.0028168340652481474
Quantile,LR,recall,0.8965842733174263,0.00204099784118333
Quantile,LR,roc_auc,0.9325456013182608,0.0012254752218233758
Quantile,LR,matthews_corrcoef,0.6767226017690339,0.004770724851284974
Quantile,LDA,accuracy,0.8528125,0.0015961651091148052
Quantile,LDA,f1,0.8862055186717892,0.0011047637030677042
Quantile,LDA,precision,0.8744243320858122,0.002406195392582308
Quantile,LDA,recall,0.8983149922019755,0.0014473028188601383
Quantile,LDA,roc_auc,0.9325700864754951,0.0013648426246409043
Quantile,LDA,matthews_corrcoef,0.6784962317605491,0.003719273994809496
Quantile,QDA,accuracy,0.8783958333333333,0.002058814046430067
Quantile,QDA,f1,0.9054437687522535,0.001804012440461468
Quantile,QDA,precision,0.8983929701871591,0.001156245176656917
Quantile,QDA,recall,0.9126176248683666,0.003962039294037081
Quantile,QDA,roc_auc,0.9440664422950709,0.001771786853774854
Quantile,QDA,matthews_corrcoef,0.7353416148792568,0.004139058475153068
Quantile,NB,accuracy,0.8398125000000001,0.002302436812982687
